id|Title|Brand|Type|Sex|Size|SizeParams|SizeArray|Color|Country|Price|Image
60|OSSO-fashion / Комбинезон на меху для собак, сука|OSSO-fashion|пакет|самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-fur,35,62,30-40,35;20-fur,20,36,12-20,20;22-fur,22,38,17-25,22;25-fur,25,44,20-28,25;28-fur,28,48,24-32,28;30-fur,30,52,26-36,30;32-fur,32,56,28-38,32;37-fur,37,66,32-44,37;40-fur,40,70,34-50,40;|красный, серый|Россия|1770|images.wbstatic.net/c516x688/new/6220000/6220294-1.jpg
61|DOGMODA / Комбинезон "Спорт"|DOGMODA|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|1,S,33,21,20;1,1,33,21,20;2,M,39,25,24;2,2,39,25,24;3,L,45,29,28;3,3,45,29,28;4,XL,52,33,32;4,4,52,33,32;5,XXL,60,38,37;5,5,60,38,37;|темно-синий|Россия|1700|images.wbstatic.net/c516x688/new/7640000/7649787-1.jpg
62|Royal Dog / Зимний трикотажный костюм для собак|Royal Dog|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,S,25;30,M,30;35,L,35;|синий||1200|images.wbstatic.net/c516x688/new/15700000/15707579-1.jpg
63|DOGMODA / Комбинезон для средних и крупных пород утепленный (сука)|DOGMODA|комбинезон|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|28,28,68,56,28;35,35,68,56,35;42,42,76,54,42;47,47,80,60,47;55,54,100,66,54;64,64,104,73,64;70,70,108,77,70;|бордовый|Россия|3100|images.wbstatic.net/c516x688/new/4690000/4699820-1.jpg
64|ForMyDogs / Зимний комбинезон для собак розовый (девочки)|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|розовый|Китай|4151|images.wbstatic.net/c516x688/new/16000000/16006411-1.jpg
65|OSSO-fashion / Комбинезон зимний для собак "Морозко"|OSSO-fashion|пакет|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-snowflake,35,56,40,35;25-snowflake,25,42,30,25;28-snowflake,28,46,34,28;30-snowflake,30,50,36,30;32-snowflake,32,54,38,32;37-snowflake,37,58,42,37;|мятный|Россия|1900|images.wbstatic.net/c516x688/new/14060000/14062116-1.jpg
66|ForMyDogs / Зимний комбинезон для крупных и средних собак (девочки)|ForMyDogs|комбинезон для собак|самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;28,D1,95,70;29,D2,100,75;31,D3,116,80;|оранжевый, серый|Китай|6547|images.wbstatic.net/c516x688/new/18530000/18533346-1.jpg
67|DOGMODA / Попона "Лондон"|DOGMODA|жилет|унисекс|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|46,6,63-71,43-49,46;55,7,71-81,45-53,55;|коричневый|Россия|2000|images.wbstatic.net/c516x688/new/9510000/9515781-1.jpg
68|OSSO-fashion / Водолазка для кошек|OSSO-fashion|свитер|унисекс|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M,M,30-36,17-21,28;L,L,34-40,21-26,32;XL,XL,38-44,22-36,38;|синий|Россия|3300|images.wbstatic.net/c516x688/new/13810000/13816009-1.jpg
69|Удачная покупка / Комбинезон для домашнего животного|Удачная покупка|комбинезон|самец|для всех пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина, в см;|S,S,36,28,21;M,M,42,32,25;L,L,46,38,30;XL,XL,50,42,35;|серый|Китай|2423|images.wbstatic.net/c516x688/new/7710000/7713044-1.jpg
70|DOGMODA / Комбинезон "Европа" (унисекс)|DOGMODA|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,M,39,25,24;2,2,39,25,24;3,L,45,29,28;3,3,45,29,28;4,XL,52,33,32;4,4,52,33,32;5,XXL,60,38,37;5,5,60,38,37;|зеленый||1900|images.wbstatic.net/c516x688/new/8780000/8781853-1.jpg
71|PIFPAF DOG / Куртка для собак мелких пород "Зимняя"|PIFPAF DOG|куртка; костюм|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,s,20;25,m,25;30,l,30;35,xl,35;40,xxl,40;|светло-коричневый, темно-коричневый, белый||1865|images.wbstatic.net/c516x688/new/17190000/17192146-1.jpg
72|PetBaronet / Комбинезон зимний собак мелких и средних пород "Заслуженное собачье величество"|PetBaronet||унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|S-средний,S,33-35,24;M-средний,M,38-40,28;L-средний,L,46-48,31;XL-средний,XL,52-54,38;XXL-средние,XXL,58-60,44;|серебристый||1221|images.wbstatic.net/c516x688/new/10220000/10224216-1.jpg
73|ForMyDogs / Зимний комбинезон для собак зеленый (такса мальчик)|ForMyDogs||самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|1,ТМ1,40,34;2,ТМ2,43,39;3,ТС1,52,44;4,ТС2,55,49;|зеленый||4092|images.wbstatic.net/c516x688/new/17200000/17209548-1.jpg
74|PIFPAF DOG / Куртка для собак мелких пород "Зимняя"|PIFPAF DOG|куртка; костюм|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,s,20;25,m,25;30,l,30;35,xl,35;40,xxl,40;|оранжевый, темно-зеленый, белый||1865|images.wbstatic.net/c516x688/new/17190000/17192147-1.jpg
75|LuckyDogMsk / Жилет "Лапки"|LuckyDogMsk|Жилет для собак|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,XS,25;30,S,30;35,M,35;40,L,40;45,XL,45;50,2XL,50;55,3XL,55;|черный, cине-морской|Россия|3290|images.wbstatic.net/c516x688/new/18340000/18349604-1.jpg
76|ForMyDogs / Зимний комбинезон для собак розовый (девочки)|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|розовый, голубой|Китай|4025|images.wbstatic.net/c516x688/new/16000000/16006043-1.jpg
77|OSSO-fashion / Комбинезон зимний для собак "Морозко"|OSSO-fashion|пакет|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-snowflake,35,56,40,35;25-snowflake,25,42,30,25;28-snowflake,28,46,34,28;30-snowflake,30,50,36,30;32-snowflake,32,54,38,32;37-snowflake,37,58,42,37;|сиреневый|Россия|1900|images.wbstatic.net/c516x688/new/14060000/14062115-1.jpg
78|Орлова Екатерина / Свитер для мелких пород собак/кошек|Орлова Екатерина|свитер|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,М,34-40,23-27,23-28;L,L,40-45,27-31,28-35;XL,XL,50,32,33;|синий|Россия|600|images.wbstatic.net/c516x688/new/7000000/7007184-1.jpg
79|OSSO-fashion / Поло для собак|OSSO-fashion|футболка-поло|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|20,20,30-32,20-24,20;22,22,32-34,20-26,22;25,25,35-37,20-28,25;28,28,36-38,20-30,28;30,30,37-39,22-32,30;32,32,39-41,24-34,32;35,35,43-45,26-36,35;|белый, желтый|Россия|369|images.wbstatic.net/c516x688/new/13940000/13947597-1.jpg
80|ForMyDogs / Свитер для собак серо-розовый|ForMyDogs|свитер|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;|серый, розовый|Китай|1506|images.wbstatic.net/c516x688/new/14690000/14696640-1.jpg
81|ForMyDogs / Зимний комбинезон для крупных собак оранжевый (девочки)|ForMyDogs|комбинезон|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;28,D1,95,70;29,D2,100,75;|оранжевый||6491|images.wbstatic.net/c516x688/new/17860000/17861461-1.jpg
